  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  1.710015315090e+001  1.790043704694e+002  9.997382778000e+000  1.000000000000e+000  
  1.713957307508e+001  1.790020757746e+002  9.997375826068e+000  1.000000000000e+000  
  1.717908387157e+001  1.789997757932e+002  9.997368842062e+000  1.000000000000e+000  
  1.721868574986e+001  1.789974705130e+002  9.997361825834e+000  1.000000000000e+000  
  1.725837891990e+001  1.789951599218e+002  9.997354777235e+000  1.000000000000e+000  
  1.729816359215e+001  1.789928440074e+002  9.997347696117e+000  1.000000000000e+000  
  1.733803997754e+001  1.789905227576e+002  9.997340582329e+000  1.000000000000e+000  
  1.737800828749e+001  1.789881961601e+002  9.997333435720e+000  1.000000000000e+000  
  1.741806873391e+001  1.789858642025e+002  9.997326256139e+000  1.000000000000e+000  
  1.745822152920e+001  1.789835268726e+002  9.997319043435e+000  1.000000000000e+000  
  1.749846688625e+001  1.789811841580e+002  9.997311797454e+000  1.000000000000e+000  
  1.753880501842e+001  1.789788360463e+002  9.997304518043e+000  1.000000000000e+000  
  1.757923613959e+001  1.789764825250e+002  9.997297205048e+000  1.000000000000e+000  
  1.761976046412e+001  1.789741235818e+002  9.997289858313e+000  1.000000000000e+000  
  1.766037820686e+001  1.789717592041e+002  9.997282477684e+000  1.000000000000e+000  
  1.770108958317e+001  1.789693893795e+002  9.997275063004e+000  1.000000000000e+000  
  1.774189480890e+001  1.789670140954e+002  9.997267614116e+000  1.000000000000e+000  
  1.778279410039e+001  1.789646333392e+002  9.997260130863e+000  1.000000000000e+000  
  1.782378767448e+001  1.789622470984e+002  9.997252613085e+000  1.000000000000e+000  
  1.786487574852e+001  1.789598553604e+002  9.997245060623e+000  1.000000000000e+000  
  1.790605854035e+001  1.789574581125e+002  9.997237473319e+000  1.000000000000e+000  
  1.794733626832e+001  1.789550553420e+002  9.997229851010e+000  1.000000000000e+000  
  1.798870915129e+001  1.789526470362e+002  9.997222193536e+000  1.000000000000e+000  
  1.803017740859e+001  1.789502331824e+002  9.997214500734e+000  1.000000000000e+000  
  1.807174126011e+001  1.789478137678e+002  9.997206772442e+000  1.000000000000e+000  
  1.811340092619e+001  1.789453887796e+002  9.997199008496e+000  1.000000000000e+000  
  1.815515662773e+001  1.789429582051e+002  9.997191208731e+000  1.000000000000e+000  
  1.819700858610e+001  1.789405220313e+002  9.997183372982e+000  1.000000000000e+000  
  1.823895702320e+001  1.789380802453e+002  9.997175501084e+000  1.000000000000e+000  
  1.828100216143e+001  1.789356328344e+002  9.997167592870e+000  1.000000000000e+000  
  1.832314422371e+001  1.789331797854e+002  9.997159648172e+000  1.000000000000e+000  
  1.836538343348e+001  1.789307210855e+002  9.997151666821e+000  1.000000000000e+000  
  1.840772001469e+001  1.789282567217e+002  9.997143648650e+000  1.000000000000e+000  
  1.845015419179e+001  1.789257866809e+002  9.997135593488e+000  1.000000000000e+000  
  1.849268618978e+001  1.789233109500e+002  9.997127501165e+000  1.000000000000e+000  
  1.853531623415e+001  1.789208295160e+002  9.997119371509e+000  1.000000000000e+000  
  1.857804455092e+001  1.789183423658e+002  9.997111204348e+000  1.000000000000e+000  
  1.862087136663e+001  1.789158494862e+002  9.997102999510e+000  1.000000000000e+000  
  1.866379690835e+001  1.789133508640e+002  9.997094756820e+000  1.000000000000e+000  
  1.870682140366e+001  1.789108464860e+002  9.997086476104e+000  1.000000000000e+000  
  1.874994508067e+001  1.789083363390e+002  9.997078157186e+000  1.000000000000e+000  
  1.879316816803e+001  1.789058204097e+002  9.997069799891e+000  1.000000000000e+000  
  1.883649089490e+001  1.789032986848e+002  9.997061404042e+000  1.000000000000e+000  
  1.887991349096e+001  1.789007711510e+002  9.997052969461e+000  1.000000000000e+000  
  1.892343618645e+001  1.788982377949e+002  9.997044495969e+000  1.000000000000e+000  
  1.896705921211e+001  1.788956986031e+002  9.997035983386e+000  1.000000000000e+000  
  1.901078279923e+001  1.788931535622e+002  9.997027431534e+000  1.000000000000e+000  
  1.905460717963e+001  1.788906026587e+002  9.997018840229e+000  1.000000000000e+000  
  1.909853258566e+001  1.788880458793e+002  9.997010209292e+000  1.000000000000e+000  
  1.914255925021e+001  1.788854832102e+002  9.997001538538e+000  1.000000000000e+000  
  1.918668740670e+001  1.788829146381e+002  9.996992827785e+000  1.000000000000e+000  
  1.923091728910e+001  1.788803401493e+002  9.996984076848e+000  1.000000000000e+000  
  1.927524913191e+001  1.788777597302e+002  9.996975285541e+000  1.000000000000e+000  
  1.931968317017e+001  1.788751733671e+002  9.996966453679e+000  1.000000000000e+000  
  1.936421963946e+001  1.788725810465e+002  9.996957581074e+000  1.000000000000e+000  
  1.940885877593e+001  1.788699827546e+002  9.996948667539e+000  1.000000000000e+000  
  1.945360081623e+001  1.788673784776e+002  9.996939712885e+000  1.000000000000e+000  
  1.949844599758e+001  1.788647682019e+002  9.996930716923e+000  1.000000000000e+000  
  1.954339455775e+001  1.788621519135e+002  9.996921679461e+000  1.000000000000e+000  
  1.958844673506e+001  1.788595295988e+002  9.996912600309e+000  1.000000000000e+000  
  1.963360276836e+001  1.788569012437e+002  9.996903479275e+000  1.000000000000e+000  
  1.967886289707e+001  1.788542668345e+002  9.996894316165e+000  1.000000000000e+000  
  1.972422736115e+001  1.788516263572e+002  9.996885110785e+000  1.000000000000e+000  
  1.976969640112e+001  1.788489797978e+002  9.996875862941e+000  1.000000000000e+000  
  1.981527025805e+001  1.788463271424e+002  9.996866572436e+000  1.000000000000e+000  
  1.986094917357e+001  1.788436683770e+002  9.996857239075e+000  1.000000000000e+000  
  1.990673338987e+001  1.788410034874e+002  9.996847862659e+000  1.000000000000e+000  
  1.995262314969e+001  1.788383324597e+002  9.996838442990e+000  1.000000000000e+000  
  1.999861869633e+001  1.788356552797e+002  9.996828979869e+000  1.000000000000e+000  
  2.004472027365e+001  1.788329719332e+002  9.996819473095e+000  1.000000000000e+000  
  2.009092812609e+001  1.788302824061e+002  9.996809922467e+000  1.000000000000e+000  
  2.013724249862e+001  1.788275866841e+002  9.996800327782e+000  1.000000000000e+000  
  2.018366363681e+001  1.788248847530e+002  9.996790688839e+000  1.000000000000e+000  
  2.023019178678e+001  1.788221765986e+002  9.996781005432e+000  1.000000000000e+000  
  2.027682719521e+001  1.788194622065e+002  9.996771277358e+000  1.000000000000e+000  
  2.032357010936e+001  1.788167415624e+002  9.996761504409e+000  1.000000000000e+000  
  2.037042077706e+001  1.788140146519e+002  9.996751686378e+000  1.000000000000e+000  
  2.041737944669e+001  1.788112814606e+002  9.996741823060e+000  1.000000000000e+000  
  2.046444636725e+001  1.788085419740e+002  9.996731914243e+000  1.000000000000e+000  
  2.051162178825e+001  1.788057961778e+002  9.996721959719e+000  1.000000000000e+000  
  2.055890595984e+001  1.788030440573e+002  9.996711959277e+000  1.000000000000e+000  
  2.060629913270e+001  1.788002855980e+002  9.996701912706e+000  1.000000000000e+000  
  2.065380155810e+001  1.787975207854e+002  9.996691819792e+000  1.000000000000e+000  
  2.070141348791e+001  1.787947496048e+002  9.996681680322e+000  1.000000000000e+000  
  2.074913517455e+001  1.787919720417e+002  9.996671494081e+000  1.000000000000e+000  
  2.079696687104e+001  1.787891880813e+002  9.996661260854e+000  1.000000000000e+000  
  2.084490883097e+001  1.787863977089e+002  9.996650980425e+000  1.000000000000e+000  
  2.089296130854e+001  1.787836009098e+002  9.996640652575e+000  1.000000000000e+000  
  2.094112455851e+001  1.787807976692e+002  9.996630277086e+000  1.000000000000e+000  
  2.098939883623e+001  1.787779879724e+002  9.996619853738e+000  1.000000000000e+000  
  2.103778439766e+001  1.787751718043e+002  9.996609382312e+000  1.000000000000e+000  
  2.108628149933e+001  1.787723491503e+002  9.996598862584e+000  1.000000000000e+000  
  2.113489039836e+001  1.787695199954e+002  9.996588294334e+000  1.000000000000e+000  
  2.118361135248e+001  1.787666843245e+002  9.996577677336e+000  1.000000000000e+000  
  2.123244462000e+001  1.787638421228e+002  9.996567011366e+000  1.000000000000e+000  
  2.128139045983e+001  1.787609933753e+002  9.996556296199e+000  1.000000000000e+000  
  2.133044913146e+001  1.787581380668e+002  9.996545531607e+000  1.000000000000e+000  
  2.137962089502e+001  1.787552761824e+002  9.996534717364e+000  1.000000000000e+000  
  2.142890601120e+001  1.787524077068e+002  9.996523853239e+000  1.000000000000e+000  
  2.147830474130e+001  1.787495326250e+002  9.996512939004e+000  1.000000000000e+000  
  2.152781734724e+001  1.787466509217e+002  9.996501974427e+000  1.000000000000e+000  
  2.157744409153e+001  1.787437625818e+002  9.996490959276e+000  1.000000000000e+000  
  2.162718523727e+001  1.787408675899e+002  9.996479893318e+000  1.000000000000e+000  
  2.167704104820e+001  1.787379659308e+002  9.996468776319e+000  1.000000000000e+000  
  2.172701178864e+001  1.787350575892e+002  9.996457608044e+000  1.000000000000e+000  
  2.177709772353e+001  1.787321425497e+002  9.996446388255e+000  1.000000000000e+000  
  2.182729911843e+001  1.787292207969e+002  9.996435116717e+000  1.000000000000e+000  
  2.187761623949e+001  1.787262923153e+002  9.996423793190e+000  1.000000000000e+000  
  2.192804935350e+001  1.787233570896e+002  9.996412417435e+000  1.000000000000e+000  
  2.197859872785e+001  1.787204151042e+002  9.996400989211e+000  1.000000000000e+000  
  2.202926463053e+001  1.787174663436e+002  9.996389508275e+000  1.000000000000e+000  
  2.208004733019e+001  1.787145107921e+002  9.996377974387e+000  1.000000000000e+000  
  2.213094709605e+001  1.787115484343e+002  9.996366387300e+000  1.000000000000e+000  
  2.218196419800e+001  1.787085792544e+002  9.996354746770e+000  1.000000000000e+000  
  2.223309890651e+001  1.787056032368e+002  9.996343052551e+000  1.000000000000e+000  
  2.228435149270e+001  1.787026203657e+002  9.996331304396e+000  1.000000000000e+000  
  2.233572222830e+001  1.786996306255e+002  9.996319502055e+000  1.000000000000e+000  
  2.238721138568e+001  1.786966340003e+002  9.996307645279e+000  1.000000000000e+000  
  2.243881923783e+001  1.786936304742e+002  9.996295733817e+000  1.000000000000e+000  
  2.249054605836e+001  1.786906200315e+002  9.996283767417e+000  1.000000000000e+000  
  2.254239212152e+001  1.786876026563e+002  9.996271745826e+000  1.000000000000e+000  
  2.259435770221e+001  1.786845783326e+002  9.996259668789e+000  1.000000000000e+000  
  2.264644307593e+001  1.786815470444e+002  9.996247536052e+000  1.000000000000e+000  
  2.269864851884e+001  1.786785087758e+002  9.996235347357e+000  1.000000000000e+000  
  2.275097430772e+001  1.786754635107e+002  9.996223102446e+000  1.000000000000e+000  
  2.280342072000e+001  1.786724112329e+002  9.996210801061e+000  1.000000000000e+000  
  2.285598803375e+001  1.786693519266e+002  9.996198442940e+000  1.000000000000e+000  
  2.290867652768e+001  1.786662855753e+002  9.996186027824e+000  1.000000000000e+000  
  2.296148648112e+001  1.786632121631e+002  9.996173555448e+000  1.000000000000e+000  
  2.301441817408e+001  1.786601316736e+002  9.996161025550e+000  1.000000000000e+000  
  2.306747188720e+001  1.786570440906e+002  9.996148437864e+000  1.000000000000e+000  
  2.312064790175e+001  1.786539493977e+002  9.996135792123e+000  1.000000000000e+000  
  2.317394649968e+001  1.786508475788e+002  9.996123088061e+000  1.000000000000e+000  
  2.322736796357e+001  1.786477386173e+002  9.996110325408e+000  1.000000000000e+000  
  2.328091257665e+001  1.786446224969e+002  9.996097503894e+000  1.000000000000e+000  
  2.333458062281e+001  1.786414992011e+002  9.996084623249e+000  1.000000000000e+000  
  2.338837238659e+001  1.786383687134e+002  9.996071683200e+000  1.000000000000e+000  
  2.344228815320e+001  1.786352310174e+002  9.996058683473e+000  1.000000000000e+000  
  2.349632820848e+001  1.786320860964e+002  9.996045623792e+000  1.000000000000e+000  
  2.355049283896e+001  1.786289339338e+002  9.996032503883e+000  1.000000000000e+000  
  2.360478233180e+001  1.786257745131e+002  9.996019323467e+000  1.000000000000e+000  
  2.365919697486e+001  1.786226078176e+002  9.996006082265e+000  1.000000000000e+000  
  2.371373705661e+001  1.786194338304e+002  9.995992779998e+000  1.000000000000e+000  
  2.376840286625e+001  1.786162525350e+002  9.995979416384e+000  1.000000000000e+000  
  2.382319469359e+001  1.786130639144e+002  9.995965991140e+000  1.000000000000e+000  
  2.387811282913e+001  1.786098679519e+002  9.995952503982e+000  1.000000000000e+000  
  2.393315756405e+001  1.786066646306e+002  9.995938954625e+000  1.000000000000e+000  
  2.398832919019e+001  1.786034539336e+002  9.995925342783e+000  1.000000000000e+000  
  2.404362800007e+001  1.786002358440e+002  9.995911668168e+000  1.000000000000e+000  
  2.409905428686e+001  1.785970103447e+002  9.995897930490e+000  1.000000000000e+000  
  2.415460834445e+001  1.785937774188e+002  9.995884129458e+000  1.000000000000e+000  
  2.421029046736e+001  1.785905370492e+002  9.995870264782e+000  1.000000000000e+000  
  2.426610095082e+001  1.785872892187e+002  9.995856336167e+000  1.000000000000e+000  
  2.432204009074e+001  1.785840339104e+002  9.995842343319e+000  1.000000000000e+000  
  2.437810818369e+001  1.785807711069e+002  9.995828285943e+000  1.000000000000e+000  
  2.443430552694e+001  1.785775007911e+002  9.995814163740e+000  1.000000000000e+000  
  2.449063241845e+001  1.785742229457e+002  9.995799976412e+000  1.000000000000e+000  
  2.454708915685e+001  1.785709375535e+002  9.995785723660e+000  1.000000000000e+000  
  2.460367604147e+001  1.785676445970e+002  9.995771405181e+000  1.000000000000e+000  
  2.466039337234e+001  1.785643440589e+002  9.995757020673e+000  1.000000000000e+000  
  2.471724145016e+001  1.785610359219e+002  9.995742569832e+000  1.000000000000e+000  
  2.477422057633e+001  1.785577201684e+002  9.995728052351e+000  1.000000000000e+000  
  2.483133105295e+001  1.785543967810e+002  9.995713467925e+000  1.000000000000e+000  
  2.488857318282e+001  1.785510657421e+002  9.995698816245e+000  1.000000000000e+000  
  2.494594726943e+001  1.785477270342e+002  9.995684097000e+000  1.000000000000e+000  
  2.500345361696e+001  1.785443806396e+002  9.995669309880e+000  1.000000000000e+000  
  2.506109253032e+001  1.785410265407e+002  9.995654454571e+000  1.000000000000e+000  
  2.511886431509e+001  1.785376647198e+002  9.995639530760e+000  1.000000000000e+000  
  2.517676927759e+001  1.785342951593e+002  9.995624538132e+000  1.000000000000e+000  
  2.523480772480e+001  1.785309178412e+002  9.995609476368e+000  1.000000000000e+000  
  2.529297996446e+001  1.785275327478e+002  9.995594345151e+000  1.000000000000e+000  
  2.535128630498e+001  1.785241398612e+002  9.995579144161e+000  1.000000000000e+000  
  2.540972705549e+001  1.785207391636e+002  9.995563873076e+000  1.000000000000e+000  
  2.546830252585e+001  1.785173306370e+002  9.995548531574e+000  1.000000000000e+000  
  2.552701302661e+001  1.785139142635e+002  9.995533119329e+000  1.000000000000e+000  
  2.558585886905e+001  1.785104900249e+002  9.995517636016e+000  1.000000000000e+000  
  2.564484036518e+001  1.785070579033e+002  9.995502081309e+000  1.000000000000e+000  
  2.570395782769e+001  1.785036178806e+002  9.995486454877e+000  1.000000000000e+000  
  2.576321157002e+001  1.785001699386e+002  9.995470756390e+000  1.000000000000e+000  
  2.582260190634e+001  1.784967140592e+002  9.995454985517e+000  1.000000000000e+000  
  2.588212915153e+001  1.784932502240e+002  9.995439141924e+000  1.000000000000e+000  
  2.594179362119e+001  1.784897784149e+002  9.995423225277e+000  1.000000000000e+000  
  2.600159563165e+001  1.784862986136e+002  9.995407235238e+000  1.000000000000e+000  
  2.606153549999e+001  1.784828108017e+002  9.995391171469e+000  1.000000000000e+000  
  2.612161354399e+001  1.784793149608e+002  9.995375033632e+000  1.000000000000e+000  
  2.618183008219e+001  1.784758110725e+002  9.995358821384e+000  1.000000000000e+000  
