Freq.	Vn002/Vn003(dB, phi)
6.91830970918757e+001	1.63296098159761e+001	1.50701570224302e+002
6.93425806016389e+001	1.62734825668902e+001	1.50557861596709e+002
6.95024317588616e+001	1.62173337664801e+001	1.50414503508213e+002
6.96626514110588e+001	1.61611635536610e+001	1.50271495072747e+002
6.98232404076990e+001	1.61049720663225e+001	1.50128835405545e+002
6.99841996002092e+001	1.60487594413161e+001	1.49986523622922e+002
7.01455298419789e+001	1.59925258144930e+001	1.49844558842832e+002
7.03072319883651e+001	1.59362713206932e+001	1.49702940184153e+002
7.04693068966964e+001	1.58799960937519e+001	1.49561666767208e+002
7.06317554262778e+001	1.58237002665271e+001	1.49420737713851e+002
7.07945784383954e+001	1.57673839708664e+001	1.49280152146998e+002
7.09577767963204e+001	1.57110473376742e+001	1.49139909191122e+002
7.11213513653144e+001	1.56546904968517e+001	1.49000007972148e+002
7.12853030126334e+001	1.55983135773694e+001	1.48860447617181e+002
7.14496326075327e+001	1.55419167072214e+001	1.48721227255080e+002
7.16143410212715e+001	1.54855000134598e+001	1.48582346016022e+002
7.17794291271175e+001	1.54290636222078e+001	1.48443803031662e+002
7.19448978003512e+001	1.53726076586474e+001	1.48305597435187e+002
7.21107479182712e+001	1.53161322470379e+001	1.48167728361204e+002
7.22769803601982e+001	1.52596375107171e+001	1.48030194945982e+002
7.24435960074801e+001	1.52031235721235e+001	1.47892996327353e+002
7.26105957434965e+001	1.51465905527804e+001	1.47756131644563e+002
7.27779804536634e+001	1.50900385733219e+001	1.47619600038620e+002
7.29457510254379e+001	1.50334677534862e+001	1.47483400652033e+002
7.31139083483227e+001	1.49768782121434e+001	1.47347532628936e+002
7.32824533138713e+001	1.49202700672776e+001	1.47211995115070e+002
7.34513868156923e+001	1.48636434359950e+001	1.47076787257996e+002
7.36207097494544e+001	1.48069984345628e+001	1.46941908206542e+002
7.37904230128909e+001	1.47503351783785e+001	1.46807357111659e+002
7.39605275058045e+001	1.46936537820023e+001	1.46673133125671e+002
7.41310241300724e+001	1.46369543591399e+001	1.46539235402802e+002
7.43019137896508e+001	1.45802370226729e+001	1.46405663098770e+002
7.44731973905795e+001	1.45235018846513e+001	1.46272415371300e+002
7.46448758409872e+001	1.44667490563037e+001	1.46139491379474e+002
7.48169500510959e+001	1.44099786480501e+001	1.46006890284491e+002
7.49894209332260e+001	1.43531907694885e+001	1.45874611249156e+002
7.51622894018009e+001	1.42963855294349e+001	1.45742653437917e+002
7.53355563733521e+001	1.42395630358892e+001	1.45611016017173e+002
7.55092227665237e+001	1.41827233960713e+001	1.45479698154993e+002
7.56832895020777e+001	1.41258667164275e+001	1.45348699021377e+002
7.58577575028986e+001	1.40689931026124e+001	1.45218017787983e+002
7.60326276939983e+001	1.40121026595212e+001	1.45087653628337e+002
7.62079010025213e+001	1.39551954912782e+001	1.44957605717833e+002
7.63835783577491e+001	1.38982717012544e+001	1.44827873233719e+002
7.65596606911056e+001	1.38413313920600e+001	1.44698455354885e+002
7.67361489361618e+001	1.37843746655799e+001	1.44569351262288e+002
7.69130440286408e+001	1.37274016229372e+001	1.44440560138747e+002
7.70903469064228e+001	1.36704123645321e+001	1.44312081168751e+002
7.72680585095500e+001	1.36134069900310e+001	1.44183913538762e+002
7.74461797802316e+001	1.35563855983818e+001	1.44056056437166e+002
7.76247116628489e+001	1.34993482878220e+001	1.43928509054080e+002
7.78036551039600e+001	1.34422951558663e+001	1.43801270581845e+002
7.79830110523054e+001	1.33852262993275e+001	1.43674340214237e+002
7.81627804588125e+001	1.33281418143296e+001	1.43547717147296e+002
7.83429642766006e+001	1.32710417962934e+001	1.43421400578793e+002
7.85235634609866e+001	1.32139263399519e+001	1.43295389708357e+002
7.87045789694892e+001	1.31567955393578e+001	1.43169683737791e+002
7.88860117618348e+001	1.30996494878880e+001	1.43044281870644e+002
7.90678627999618e+001	1.30424882782506e+001	1.42919183312273e+002
7.92501330480264e+001	1.29853120024800e+001	1.42794387270210e+002
7.94328234724073e+001	1.29281207519522e+001	1.42669892953831e+002
7.96159350417110e+001	1.28709146173865e+001	1.42545699574177e+002
7.97994687267767e+001	1.28136936888645e+001	1.42421806344867e+002
7.99834255006818e+001	1.27564580558178e+001	1.42298212480750e+002
8.01678063387469e+001	1.26992078070154e+001	1.42174917199108e+002
8.03526122185406e+001	1.26419430306244e+001	1.42051919718961e+002
8.05378441198855e+001	1.25846638141736e+001	1.41929219261374e+002
8.07235030248626e+001	1.25273702445447e+001	1.41806815049291e+002
8.09095899178170e+001	1.24700624080429e+001	1.41684706307713e+002
8.10961057853628e+001	1.24127403903199e+001	1.41562892263496e+002
8.12830516163886e+001	1.23554042764422e+001	1.41441372145490e+002
8.14704284020625e+001	1.22980541508575e+001	1.41320145184532e+002
8.16582371358378e+001	1.22406900974162e+001	1.41199210613476e+002
8.18464788134575e+001	1.21833121993954e+001	1.41078567667045e+002
8.20351544329602e+001	1.21259205394504e+001	1.40958215581976e+002
8.22242649946855e+001	1.20685151996680e+001	1.40838153597046e+002
8.24138115012785e+001	1.20110962615623e+001	1.40718380952869e+002
8.26037949576961e+001	1.19536638060624e+001	1.40598896892050e+002
8.27942163712116e+001	1.18962179135235e+001	1.40479700659289e+002
8.29850767514204e+001	1.18387586637353e+001	1.40360791501265e+002
8.31763771102452e+001	1.17812861359296e+001	1.40242168666476e+002
8.33681184619415e+001	1.17238004087938e+001	1.40123831405399e+002
8.35603018231028e+001	1.16663015604387e+001	1.40005778970645e+002
8.37529282126662e+001	1.16087896684427e+001	1.39888010616722e+002
8.39459986519176e+001	1.15512648098345e+001	1.39770525600130e+002
8.41395141644973e+001	1.14937270611060e+001	1.39653323179302e+002
8.43334757764053e+001	1.14361764982159e+001	1.39536402614599e+002
8.45278845160067e+001	1.13786131965811e+001	1.39419763168488e+002
8.47227414140373e+001	1.13210372311111e+001	1.39303404105455e+002
8.49180475036090e+001	1.12634486761840e+001	1.39187324691675e+002
8.51138038202152e+001	1.12058476056490e+001	1.39071524195504e+002
8.53100114017364e+001	1.11482340928684e+001	1.38956001887266e+002
8.55066712884457e+001	1.10906082106603e+001	1.38840757039219e+002
8.57037845230143e+001	1.10329700313683e+001	1.38725788925667e+002
8.59013521505169e+001	1.09753196268156e+001	1.38611096822651e+002
8.60993752184373e+001	1.09176570683435e+001	1.38496680008412e+002
8.62978547766742e+001	1.08599824267867e+001	1.38382537763106e+002
8.64967918775465e+001	1.08022957724870e+001	1.38268669368851e+002
8.66961875757987e+001	1.07445971753243e+001	1.38155074109569e+002
8.68960429286072e+001	1.06868867046802e+001	1.38041751271342e+002
8.70963589955850e+001	1.06291644294505e+001	1.37928700142225e+002
8.72971368387880e+001	1.05714304180679e+001	1.37815920012024e+002
8.74983775227204e+001	1.05136847385061e+001	1.37703410172580e+002
8.77000821143402e+001	1.04559274582518e+001	1.37591169917873e+002
8.79022516830651e+001	1.03981586443486e+001	1.37479198543527e+002
8.81048873007781e+001	1.03403783633583e+001	1.37367495347287e+002
8.83079900418329e+001	1.02825866814040e+001	1.37256059628860e+002
8.85115609830601e+001	1.02247836641693e+001	1.37144890689857e+002
8.87156012037726e+001	1.01669693768536e+001	1.37033987833749e+002
8.89201117857713e+001	1.01091438842563e+001	1.36923350366056e+002
8.91250938133509e+001	1.00513072506944e+001	1.36812977594097e+002
8.93305483733058e+001	9.99345954008630e+000	1.36702868827321e+002
8.95364765549356e+001	9.93560081587304e+000	1.36593023376959e+002
8.97428794500510e+001	9.87773114110890e+000	1.36483440556126e+002
8.99497581529796e+001	9.81985057840365e+000	1.36374119679995e+002
9.01571137605717e+001	9.76195918992682e+000	1.36265060065531e+002
9.03649473722061e+001	9.70405703746173e+000	1.36156261031753e+002
9.05732600897960e+001	9.64614418235579e+000	1.36047721899461e+002
9.07820530177945e+001	9.58822068553746e+000	1.35939441991286e+002
9.09913272632010e+001	9.53028660754012e+000	1.35831420632062e+002
9.12010839355667e+001	9.47234200847626e+000	1.35723657148265e+002
9.14113241470007e+001	9.41438694806972e+000	1.35616150868314e+002
9.16220490121756e+001	9.35642148562645e+000	1.35508901122616e+002
9.18332596483337e+001	9.29844568008284e+000	1.35401907243340e+002
9.20449571752927e+001	9.24045958994341e+000	1.35295168564620e+002
9.22571427154518e+001	9.18246327335489e+000	1.35188684422491e+002
9.24698173937977e+001	9.12445678806216e+000	1.35082454154740e+002
9.26829823379103e+001	9.06644019142625e+000	1.34976477101204e+002
9.28966386779689e+001	9.00841354042353e+000	1.34870752603486e+002
9.31107875467582e+001	8.95037689167049e+000	1.34765280005069e+002
9.33254300796742e+001	8.89233030137544e+000	1.34660058651174e+002
9.35405674147303e+001	8.83427382540690e+000	1.34555087889209e+002
9.37562006925631e+001	8.77620751924117e+000	1.34450367068085e+002
9.39723310564387e+001	8.71813143799541e+000	1.34345895538718e+002
9.41889596522590e+001	8.66004563642878e+000	1.34241672653943e+002
9.44060876285672e+001	8.60195016892246e+000	1.34137697768278e+002
9.46237161365541e+001	8.54384508952405e+000	1.34033970238163e+002
9.48418463300644e+001	8.48573045190876e+000	1.33930489421848e+002
9.50604793656028e+001	8.42760630939921e+000	1.33827254679423e+002
9.52796164023398e+001	8.36947271496944e+000	1.33724265372863e+002
9.54992586021181e+001	8.31132972126094e+000	1.33621520865824e+002
9.57194071294589e+001	8.25317738055274e+000	1.33519020523870e+002
9.59400631515677e+001	8.19501574478079e+000	1.33416763714324e+002
9.61612278383408e+001	8.13684486556940e+000	1.33314749806433e+002
9.63829023623713e+001	8.07866479416557e+000	1.33212978171015e+002
9.66050878989555e+001	8.02047558151227e+000	1.33111448180996e+002
9.68277856260991e+001	7.96227727821879e+000	1.33010159210833e+002
9.70509967245230e+001	7.90406993455911e+000	1.32909110636876e+002
9.72747223776705e+001	7.84585360047301e+000	1.32808301837216e+002
9.74989637717127e+001	7.78762832559342e+000	1.32707732191759e+002
9.77237220955550e+001	7.72939415922414e+000	1.32607401082217e+002
9.79489985408437e+001	7.67115115034831e+000	1.32507307891995e+002
9.81747943019722e+001	7.61289934763330e+000	1.32407452006360e+002
9.84011105760871e+001	7.55463879944435e+000	1.32307832812092e+002
9.86279485630947e+001	7.49636955383147e+000	1.32208449698158e+002
9.88553094656674e+001	7.43809165851082e+000	1.32109302054837e+002
9.90831944892502e+001	7.37980516093294e+000	1.32010389274325e+002
9.93116048420668e+001	7.32151010820699e+000	1.31911710750739e+002
9.95405417351261e+001	7.26320654717591e+000	1.31813265879652e+002
9.97700063822286e+001	7.20489452435290e+000	1.31715054058419e+002
9.99999999999732e+001	7.14657408597017e+000	1.31617074686334e+002
1.00230523807763e+002	7.08824527795840e+000	1.31519327164131e+002
1.00461579027813e+002	7.02990814596559e+000	1.31421810894438e+002
1.00693166885153e+002	6.97156273532749e+000	1.31324525281548e+002
1.00925288607641e+002	6.91320909112370e+000	1.31227469731355e+002
1.01157945425963e+002	6.85484725812505e+000	1.31130643651657e+002
1.01391138573641e+002	6.79647728082026e+000	1.31034046451874e+002
1.01624869287042e+002	6.73809920343563e+000	1.30937677542891e+002
1.01859138805384e+002	6.67971306988433e+000	1.30841536337683e+002
1.02093948370741e+002	6.62131892383274e+000	1.30745622250541e+002
1.02329299228048e+002	6.56291680865306e+000	1.30649934697681e+002
1.02565192625113e+002	6.50450676746221e+000	1.30554473096827e+002
1.02801629812620e+002	6.44608884308176e+000	1.30459236867518e+002
1.03038612044134e+002	6.38766307809505e+000	1.30364225430777e+002
1.03276140576112e+002	6.32922951479166e+000	1.30269438209384e+002
1.03514216667907e+002	6.27078819521401e+000	1.30174874627802e+002
1.03752841581773e+002	6.21233916113051e+000	1.30080534112007e+002
1.03992016582878e+002	6.15388245404129e+000	1.29986416089894e+002
1.04231742939302e+002	6.09541811522390e+000	1.29892519990607e+002
1.04472021922052e+002	6.03694618564623e+000	1.29798845245232e+002
1.04712854805062e+002	5.97846670606608e+000	1.29705391286269e+002
1.04954242865204e+002	5.91997971696589e+000	1.29612157548027e+002
1.05196187382294e+002	5.86148525857841e+000	1.29519143466389e+002
1.05438689639098e+002	5.80298337089622e+000	1.29426348478533e+002
1.05681750921337e+002	5.74447409364947e+000	1.29333772023838e+002
1.05925372517700e+002	5.68595746634838e+000	1.29241413542737e+002
1.06169555719844e+002	5.62743352821749e+000	1.29149272477504e+002
1.06414301822403e+002	5.56890231827487e+000	1.29057348272059e+002
1.06659612122997e+002	5.51036387530331e+000	1.28965640371765e+002
1.06905487922237e+002	5.45181823780460e+000	1.28874148223576e+002
1.07151930523732e+002	5.39326544408081e+000	1.28782871276068e+002
1.07398941234096e+002	5.33470553219678e+000	1.28691808979460e+002
1.07646521362955e+002	5.27613853997535e+000	1.28600960785427e+002
1.07894672222954e+002	5.21756450499724e+000	1.28510326147220e+002
1.08143395129765e+002	5.15898346462500e+000	1.28419904519576e+002
1.08392691402091e+002	5.10039545599738e+000	1.28329695359021e+002
1.08642562361677e+002	5.04180051603521e+000	1.28239698123303e+002
1.08893009333314e+002	4.98319868139953e+000	1.28149912272052e+002
1.09144033644846e+002	4.92458998856383e+000	1.28060337266182e+002
1.09395636627180e+002	4.86597447375846e+000	1.27970972568062e+002
1.09647819614289e+002	4.80735217300004e+000	1.27881817641958e+002
1.09900583943222e+002	4.74872312210161e+000	1.27792871953339e+002
1.10153930954112e+002	4.69008735663801e+000	1.27704134969192e+002
1.10407861990178e+002	4.63144491197609e+000	1.27615606158281e+002
1.10662378397737e+002	4.57279582327636e+000	1.27527284990569e+002
1.10917481526210e+002	4.51414012547428e+000	1.27439170937579e+002
1.11173172728129e+002	4.45547785331988e+000	1.27351263472527e+002
1.11429453359143e+002	4.39680904129683e+000	1.27263562069985e+002
1.11686324778026e+002	4.33813372376376e+000	1.27176066205977e+002
1.11943788346685e+002	4.27945193480863e+000	1.27088775357940e+002
1.12201845430166e+002	4.22076370834975e+000	1.27001689005027e+002
1.12460497396662e+002	4.16206907808357e+000	1.26914806627627e+002
1.12719745617521e+002	4.10336807750547e+000	1.26828127707753e+002
1.12979591467249e+002	4.04466073992295e+000	1.26741651728692e+002
1.13240036323525e+002	3.98594709843732e+000	1.26655378175402e+002
1.13501081567201e+002	3.92722718595489e+000	1.26569306534243e+002
1.13762728582312e+002	3.86850103518486e+000	1.26483436292835e+002
1.14024978756086e+002	3.80976867864504e+000	1.26397766940450e+002
1.14287833478946e+002	3.75103014865214e+000	1.26312297967704e+002
1.14551294144523e+002	3.69228547733561e+000	1.26227028866683e+002
1.14815362149657e+002	3.63353469664344e+000	1.26141959130757e+002
1.15080038894412e+002	3.57477783832392e+000	1.26057088254995e+002
1.15345325782078e+002	3.51601493393618e+000	1.25972415735648e+002
1.15611224219179e+002	3.45724601487443e+000	1.25887941070373e+002
1.15877735615481e+002	3.39847111231447e+000	1.25803663758442e+002
1.16144861384003e+002	3.33969025726870e+000	1.25719583300295e+002
1.16412602941018e+002	3.28090348055614e+000	1.25635699197929e+002
1.16680961706065e+002	3.22211081284587e+000	1.25552010954651e+002
1.16949939101955e+002	3.16331228458411e+000	1.25468518075189e+002
1.17219536554781e+002	3.10450792607164e+000	1.25385220065635e+002
1.17489755493921e+002	3.04569776739592e+000	1.25302116433449e+002
1.17760597352049e+002	2.98688183851711e+000	1.25219206687586e+002
1.18032063565141e+002	2.92806016919184e+000	1.25136490338074e+002
1.18304155572484e+002	2.86923278898982e+000	1.25053966896564e+002
1.18576874816684e+002	2.81039972733736e+000	1.24971635876177e+002
1.18850222743670e+002	2.75156101346874e+000	1.24889496791012e+002
1.19124200802705e+002	2.69271667645875e+000	1.24807549156704e+002
1.19398810446395e+002	2.63386674521839e+000	1.24725792490359e+002
1.19674053130692e+002	2.57501124848158e+000	1.24644226310290e+002
1.19949930314905e+002	2.51615021481539e+000	1.24562850136045e+002
1.20226443461709e+002	2.45728367261727e+000	1.24481663488762e+002
1.20503594037147e+002	2.39841165014805e+000	1.24400665890620e+002
1.20781383510645e+002	2.33953417546221e+000	1.24319856865470e+002
1.21059813355015e+002	2.28065127648555e+000	1.24239235938108e+002
1.21338885046465e+002	2.22176298097269e+000	1.24158802634796e+002
1.21618600064604e+002	2.16286931651645e+000	1.24078556483291e+002
1.21898959892453e+002	2.10397031055595e+000	1.23998497012317e+002
1.22179966016454e+002	2.04506599037297e+000	1.23918623752031e+002
1.22461619926471e+002	1.98615638308234e+000	1.23838936234093e+002
1.22743923115807e+002	1.92724151566138e+000	1.23759433991140e+002
1.23026877081205e+002	1.86832141490862e+000	1.23680116557250e+002
1.23310483322857e+002	1.80939610748838e+000	1.23600983467775e+002
1.23594743344417e+002	1.75046561992276e+000	1.23522034259322e+002
1.23879658653003e+002	1.69152997854860e+000	1.23443268469794e+002
1.24165230759207e+002	1.63258920957641e+000	1.23364685638309e+002
1.24451461177105e+002	1.57364333908213e+000	1.23286285305305e+002
1.24738351424260e+002	1.51469239294756e+000	1.23208067012449e+002
1.25025903021738e+002	1.45573639694869e+000	1.23130030302736e+002
1.25314117494107e+002	1.39677537669705e+000	1.23052174720293e+002
1.25602996369453e+002	1.33780935766940e+000	1.22974499810487e+002
1.25892541179382e+002	1.27883836518153e+000	1.22897005120137e+002
1.26182753459033e+002	1.21986242442859e+000	1.22819690196945e+002
1.26473634747081e+002	1.16088156044219e+000	1.22742554590240e+002
1.26765186585750e+002	1.10189579812227e+000	1.22665597850331e+002
1.27057410520819e+002	1.04290516223102e+000	1.22588819528809e+002
1.27350308101631e+002	9.83909677396531e-001	1.22512219178420e+002
1.27643880881099e+002	9.24909368084192e-001	1.22435796353225e+002
1.27938130415717e+002	8.65904258642656e-001	1.22359550608566e+002
1.28233058265567e+002	8.06894373291242e-001	1.22283481500795e+002
1.28528665994326e+002	7.47879736084780e-001	1.22207588587563e+002
1.28824955169278e+002	6.88860370974172e-001	1.22131871427717e+002
1.29121927361318e+002	6.29836301749135e-001	1.22056329581315e+002
1.29419584144963e+002	5.70807552085288e-001	1.21980962609602e+002
1.29717927098360e+002	5.11774145523399e-001	1.21905770074964e+002
1.30016957803293e+002	4.52736105471628e-001	1.21830751541033e+002
1.30316677845194e+002	3.93693455182327e-001	1.21755906572593e+002
1.30617088813148e+002	3.34646217831613e-001	1.21681234735648e+002
1.30918192299905e+002	2.75594416420150e-001	1.21606735597244e+002
1.31219989901884e+002	2.16538073849650e-001	1.21532408725610e+002
1.31522483219188e+002	1.57477212862738e-001	1.21458253690411e+002
1.31825673855605e+002	9.84118561103311e-002	1.21384270062066e+002
1.32129563418621e+002	3.93420261033063e-002	1.21310457412448e+002
1.32434153519430e+002	-1.97322547805689e-002	1.21236815314398e+002
1.32739445772938e+002	-7.88109642762263e-002	1.21163343342012e+002
1.33045441797773e+002	-1.37894080237693e-001	1.21090041070530e+002
1.33352143216296e+002	-1.96981580652930e-001	1.21016908076159e+002
1.33659551654608e+002	-2.56073443624617e-001	1.20943943936486e+002
1.33967668742557e+002	-3.15169647390394e-001	1.20871148230156e+002
1.34276496113750e+002	-3.74270170276539e-001	1.20798520536785e+002
1.34586035405558e+002	-4.33374990757450e-001	1.20726060437278e+002
1.34896288259128e+002	-4.92484087406518e-001	1.20653767513658e+002
1.35207256319391e+002	-5.51597438939614e-001	1.20581641348899e+002
1.35518941235066e+002	-6.10715024153356e-001	1.20509681527232e+002
1.35831344658678e+002	-6.69836821997432e-001	1.20437887633990e+002
1.36144468246558e+002	-7.28962811505787e-001	1.20366259255481e+002
1.36458313658855e+002	-7.88092971849436e-001	1.20294795979354e+002
1.36772882559547e+002	-8.47227282318311e-001	1.20223497394212e+002
1.37088176616448e+002	-9.06365722264069e-001	1.20152363089470e+002
1.37404197501214e+002	-9.65508271218010e-001	1.20081392656195e+002
1.37720946889357e+002	-1.02465490878230e+000	1.20010585686143e+002
1.38038426460251e+002	-1.08380561469035e+000	1.19939941772257e+002
1.38356637897140e+002	-1.14296036876387e+000	1.19869460508451e+002
1.38675582887151e+002	-1.20211915096677e+000	1.19799141489979e+002
1.38995263121297e+002	-1.26128194133097e+000	1.19728984312938e+002
1.39315680294492e+002	-1.32044872002773e+000	1.19658988574485e+002
1.39636836105555e+002	-1.37961946732045e+000	1.19589153872898e+002
1.39958732257223e+002	-1.43879416360049e+000	1.19519479807635e+002
1.40281370456157e+002	-1.49797278933616e+000	1.19449965978994e+002
1.40604752412953e+002	-1.55715532511244e+000	1.19380611988403e+002
1.40928879842149e+002	-1.61634175161997e+000	1.19311417438373e+002
1.41253754462237e+002	-1.67553204966755e+000	1.19242381932468e+002
1.41579377995669e+002	-1.73472620014035e+000	1.19173505075197e+002
1.41905752168870e+002	-1.79392418406056e+000	1.19104786472234e+002
1.42232878712243e+002	-1.85312598251507e+000	1.19036225730139e+002
1.42560759360180e+002	-1.91233157671212e+000	1.18967822456621e+002
1.42889395851071e+002	-1.97154094797812e+000	1.18899576260440e+002
1.43218789927315e+002	-2.03075407768447e+000	1.18831486751131e+002
1.43548943335326e+002	-2.08997094737264e+000	1.18763553539585e+002
1.43879857825545e+002	-2.14919153863627e+000	1.18695776237485e+002
1.44211535152447e+002	-2.20841583317682e+000	1.18628154457517e+002
1.44543977074553e+002	-2.26764381280664e+000	1.18560687813535e+002
1.44877185354436e+002	-2.32687545941368e+000	1.18493375920316e+002
1.45211161758734e+002	-2.38611075501230e+000	1.18426218393587e+002
1.45545908058156e+002	-2.44534968167788e+000	1.18359214850107e+002
1.45881426027495e+002	-2.50459222160413e+000	1.18292364907598e+002
1.46217717445631e+002	-2.56383835707952e+000	1.18225668184872e+002
1.46554784095551e+002	-2.62308807047319e+000	1.18159124301674e+002
1.46892627764346e+002	-2.68234134427636e+000	1.18092732878641e+002
1.47231250243231e+002	-2.74159816102995e+000	1.18026493537470e+002
1.47570653327549e+002	-2.80085850339721e+000	1.17960405900881e+002
1.47910838816780e+002	-2.86012235413352e+000	1.17894469592560e+002
1.48251808514554e+002	-2.91938969608704e+000	1.17828684237035e+002
1.48593564228660e+002	-2.97866051216909e+000	1.17763049459952e+002
1.48936107771050e+002	-3.03793478542002e+000	1.17697564887798e+002
1.49279440957858e+002	-3.09721249894740e+000	1.17632230148114e+002
1.49623565609402e+002	-3.15649363594137e+000	1.17567044869386e+002
1.49968483550196e+002	-3.21577817969247e+000	1.17502008680876e+002
1.50314196608961e+002	-3.27506611360368e+000	1.17437121213089e+002
1.50660706618632e+002	-3.33435742111983e+000	1.17372382097388e+002
1.51008015416373e+002	-3.39365208580225e+000	1.17307790965930e+002
1.51356124843579e+002	-3.45295009128342e+000	1.17243347451848e+002
1.51705036745892e+002	-3.51225142128812e+000	1.17179051189360e+002
1.52054752973207e+002	-3.57155605964792e+000	1.17114901813607e+002
1.52405275379687e+002	-3.63086399022692e+000	1.17050898960337e+002
1.52756605823765e+002	-3.69017519703315e+000	1.16987042266700e+002
1.53108746168161e+002	-3.74948966411390e+000	1.16923331370389e+002
1.53461698279887e+002	-3.80880737563874e+000	1.16859765910331e+002
1.53815464030261e+002	-3.86812831582249e+000	1.16796345526051e+002
1.54170045294913e+002	-3.92745246898544e+000	1.16733069858270e+002
1.54525443953799e+002	-3.98677981953112e+000	1.16669938548484e+002
1.54881661891205e+002	-4.04611035191776e+000	1.16606951238995e+002
1.55238700995765e+002	-4.10544405072655e+000	1.16544107573201e+002
1.55596563160464e+002	-4.16478090058071e+000	1.16481407195339e+002
1.55955250282652e+002	-4.22412088621033e+000	1.16418849750485e+002
1.56314764264052e+002	-4.28346399242487e+000	1.16356434884760e+002
1.56675107010771e+002	-4.34281020407943e+000	1.16294162245016e+002
1.57036280433312e+002	-4.40215950614083e+000	1.16232031479017e+002
1.57398286446578e+002	-4.46151188365606e+000	1.16170042235464e+002
1.57761126969891e+002	-4.52086732173414e+000	1.16108194164012e+002
1.58124803926994e+002	-4.58022580556516e+000	1.16046486915059e+002
1.58489319246067e+002	-4.63958732040989e+000	1.15984920139833e+002
1.58854674859734e+002	-4.69895185161581e+000	1.15923493490693e+002
1.59220872705073e+002	-4.75831938461642e+000	1.15862206620706e+002
1.59587914723629e+002	-4.81768990489267e+000	1.15801059183771e+002
1.59955802861422e+002	-4.87706339803522e+000	1.15740050834742e+002
1.60324539068959e+002	-4.93643984966489e+000	1.15679181229139e+002
1.60694125301243e+002	-4.99581924552989e+000	1.15618450023781e+002
1.61064563517782e+002	-5.05520157139699e+000	1.15557856875809e+002
1.61435855682604e+002	-5.11458681315677e+000	1.15497401443607e+002
1.61808003764261e+002	-5.17397495673318e+000	1.15437083386197e+002
1.62181009735848e+002	-5.23336598815297e+000	1.15376902363589e+002
1.62554875575003e+002	-5.29275989349104e+000	1.15316858036535e+002
1.62929603263927e+002	-5.35215665890598e+000	1.15256950066664e+002
1.63305194789388e+002	-5.41155627063889e+000	1.15197178116493e+002
1.63681652142735e+002	-5.47095871498171e+000	1.15137541849299e+002
1.64058977319908e+002	-5.53036397829652e+000	1.15078040929237e+002
1.64437172321447e+002	-5.58977204703351e+000	1.15018675021279e+002
1.64816239152505e+002	-5.64918290770543e+000	1.14959443791228e+002
1.65196179822855e+002	-5.70859654686397e+000	1.14900346905762e+002
1.65576996346907e+002	-5.76801295119942e+000	1.14841384032323e+002
1.65958690743710e+002	-5.82743210740512e+000	1.14782554839077e+002
1.66341265036971e+002	-5.88685400227632e+000	1.14723858995283e+002
1.66724721255060e+002	-5.94627862263798e+000	1.14665296170642e+002
1.67109061431024e+002	-6.00570595544296e+000	1.14606866036061e+002
1.67494287602597e+002	-6.06513598765389e+000	1.14548568263001e+002
1.67880401812209e+002	-6.12456870634505e+000	1.14490402523781e+002
1.68267406107000e+002	-6.18400409862571e+000	1.14432368491510e+002
1.68655302538827e+002	-6.24344215167103e+000	1.14374465840070e+002
1.69044093164279e+002	-6.30288285274760e+000	1.14316694244410e+002
1.69433780044685e+002	-6.36232618916548e+000	1.14259053379851e+002
1.69824365246127e+002	-6.42177214830461e+000	1.14201542922824e+002
1.70215850839447e+002	-6.48122071761014e+000	1.14144162550385e+002
1.70608238900265e+002	-6.54067188459642e+000	1.14086911940515e+002
1.71001531508981e+002	-6.60012563682734e+000	1.14029790771779e+002
1.71395730750795e+002	-6.65958196194695e+000	1.13972798723692e+002
1.71790838715711e+002	-6.71904084763860e+000	1.13915935476480e+002
1.72186857498552e+002	-6.77850228168273e+000	1.13859200711271e+002
1.72583789198972e+002	-6.83796625189674e+000	1.13802594109765e+002
1.72981635921462e+002	-6.89743274615294e+000	1.13746115354430e+002
1.73380399775365e+002	-6.95690175241895e+000	1.13689764128809e+002
1.73780082874889e+002	-7.01637325869461e+000	1.13633540116908e+002
1.74180687339113e+002	-7.07584725302767e+000	1.13577443003462e+002
1.74582215292001e+002	-7.13532372358705e+000	1.13521472474394e+002
1.74984668862417e+002	-7.19480265854702e+000	1.13465628215843e+002
1.75388050184127e+002	-7.25428404613748e+000	1.13409909915019e+002
1.75792361395820e+002	-7.31376787469056e+000	1.13354317259821e+002
1.76197604641113e+002	-7.37325413256008e+000	1.13298849938899e+002
1.76603782068567e+002	-7.43274280817752e+000	1.13243507641573e+002
1.77010895831692e+002	-7.49223389004220e+000	1.13188290058132e+002
1.77418948088967e+002	-7.55172736666453e+000	1.13133196879294e+002
1.77827941003842e+002	-7.61122322668507e+000	1.13078227796800e+002
1.78237876744759e+002	-7.67072145872591e+000	1.13023382502958e+002
1.78648757485155e+002	-7.73022205153248e+000	1.12968660690844e+002
1.79060585403479e+002	-7.78972499385906e+000	1.12914062054335e+002
1.79473362683202e+002	-7.84923027456087e+000	1.12859586287975e+002
1.79887091512828e+002	-7.90873788247933e+000	1.12805233086985e+002
1.80301774085906e+002	-7.96824780659336e+000	1.12751002147449e+002
1.80717412601042e+002	-8.02776003589906e+000	1.12696893166117e+002
1.81134009261909e+002	-8.08727455942402e+000	1.12642905840364e+002
